9/16/2016 14:40:43	 # For reference only.  This entire column is a COMMENT!	/mods/extension/dg_importIndex	/mods/identifier[@type='local']	/mods/subject/cartographics/coordinates	/mods/titleInfo/title	/mods/titleInfo[@type='alternative']/title	/mods/name[1]/namePart	/mods/originInfo/dateCreated	/mods/originInfo/dateIssued	/mods/abstract	/mods/note	/mods/subject[@authority='lcsh']/topic	/mods/subject/topic	# ignored	/mods/classification[@authority='local']	/mods/location/shelfLocator	/mods/physicalDescrption/note	/mods/note[@type='reproduction info']		/mods/note[@type='provenance']	# replaced in constants	/mods/originInfo/publisher	OBJ	/mods/genre	/mods/originInfo/dateCaptured		/mods/extension/note[1][@displayLabel='Recorded By']	/mods/extension/note[2][@displayLabel='Modified By']
# grinnell:13901	 grinnell:13901	634	ms107_griciv003	41.741893,-92.724082	South Broad Street, Grinnell, Iowa	Central Park|		1950	1940-1950	Looking northwest from Third Avenue at Broad Street and park. Automobiles in background. Number 13888N.|	Linen, real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Commercial streets|Commercial facilities|Parks|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv003	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgriciv003-sc.jpg	Postcards	2007-05-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13868	 grinnell:13868	601	ms107_griciv004	41.742481,-92.723395	Central Park, Grinnell, Iowa	E.W. Clark Memorial fountain|		1930	1920-1930	Looking east from Broad Street at park with two women walking by the fountain. Number 572.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Parks|Monuments and memorials|Fountains|Clark, E.W.|Women		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv004	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	AZO|	lib_isc_powgriciv004-sc.jpg	Postcards	2007-05-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14007	 grinnell:14007	740	ms107_griciv005	41.742481,-92.723395	Central Park, Grinnell, Iowa	|		1906	1906?	Looking north from Third Avenue at park and church. 1906 postmark.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Parks|Gazebos|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv005	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv005-sc.jpg	Postcards	2007-05-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13418	 grinnell:13418	151	ms107_griciv006	41.748483,-92.720938	Rand Gymnasium, Grinnell College, Grinnell, Iowa	women's gymnasium|Alumni Hall|		1909	1909?	Looking west from alley. Rand Gymnasium was constructed in 1897 and destroyed by fire in 1939. The cost to build was between $10,000 and $17,360. 1909 Postmark. Title supplied by cataloger.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Gymnasiums|Alleys|Lecture halls	Grinnell College (Iowa)	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv006	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv006-sc.jpg	Postcards	2007-05-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13900	 grinnell:13900	633	ms107_griciv007	41.741781,-92.722955	City Park, Grinnell, Iowa	Central Park|		1920	1910-1920	Looking northwest from Third Avenue at Broad Street and park.|	Hand-tinted, real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Parks|Commercial streets|Commercial facilities|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv007	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2007-05-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Suhling Company (Chicago, [Ill.])|	lib_isc_powgriciv007-sc.jpg	Postcards	2007-05-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13899	 grinnell:13899	632	ms107_griciv009	41.741781,-92.722955	Park Scene, Grinnell, Iowa	Central Park|		1911	1911?	Looking northwest from Third Avenue at Broad Street and park. 1911 postmark. Number 899.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Parks|Commercial streets|Commercial facilities|Gazebos|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv009	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgriciv009-sc.jpg	Postcards	2007-05-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13898	 grinnell:13898	631	ms107_griciv010	41.742281,-92.723727	City Park, Grinnell, Iowa	Central Park|		1960	1950-1960	Looking northeast from Broad Street at park. Children playing on antique cannon. Bicyles in background. Number 9619.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Parks|Cannons|Children|Vehicles|Bicycles & tricycles		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv010	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Kodak Paper|	lib_isc_powgriciv010-sc.jpg	Postcards	2007-05-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13458	 grinnell:13458	191	ms107_griciv011	41.743058,-92.723786	Dr. E.W. Clark Memorial, City Park, Grinnell, Iowa	Central Park|Doctor E.W. Clark Memorial fountain|		1915	1915	Looking east from Broad Street at fountain and park. High school and horse and carriage in background. Number A-57054.|	C.T. Photochrom print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Parks|Monuments and memorials|Fountains|Vehicles|Carriages & coaches		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv011	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curteich & Co., Inc. (Chicago, Ill.)|	lib_isc_powgriciv011-sc.jpg	Postcards	2007-05-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13441	 grinnell:13441	174	ms107_griciv012	41.743058,-92.723786	Clark's Memorial Fountain, Grinnell, Iowa	E.W. Clark Memorial Fountain|Central Park|		1920	1910-1920	Looking southeast from Broad Street at fountain and park. This fountain was built in 1911 and dismantled in 1959. Named for local physician E.W. Clark.|	Color lithograph print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Parks|Monuments and memorials|Fountains|Clark, E.W.|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv012	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv012-sc.jpg	Postcards	2007-05-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13897	 grinnell:13897	630	ms107_griciv013	41.742701,-92.722912	Park, Grinnell, Iowa	Central Park|		1911	1911?	Looking northeast from Broad Street at gazebo and park. Utility pole and lines in foreground. Number 5258.|	Hand-tinted real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Parks|Gazebos|Utility poles|Electric lines|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv013	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv013-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14490	 grinnell:14490	1222	ms107_griciv014	41.744483,-92.724049	Post office, Grinnell, Iowa	|		1950	1930-1950	Looking east from Broad Street. Flagpole in background. Work on the post office began in late summer of 1916 with the present structure being dedicated in the fall of 1917. It is an example of Palladian Revival architecture. Number 878.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell public service buildings, "focus on Grinnell architecture" series by Charles Manly III and Lorna Caulkins May 15, 1982	Poweshiek County (Iowa)|Grinnell (Iowa)|Government facilities|Post offices|Flagpoles|	932 Broad, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv014	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	L.L. Cook Co. (Milwaukee, Wis.)|E.C. Kropp Co. (Milwaukee, Wis.)	lib_isc_powgriciv014-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13954	 grinnell:13954	687	ms107_griciv015	41.744483,-92.724049	Post office, Grinnell, Iowa	|		1940	1930-1940	Looking east from Broad Street. Work on the post office began in late summer of 1916 with the present structure being dedicated in the fall of 1917. It is an example of Palladian Revival architecture. Number 21272. Series 3.|	Linen, real photo reprint, divided back. Made in U.S.A.|Thesaurus for gaphic materials I: subject terms (TGMI) & Grinnell public service buildings, "focus on Grinnell architecture" series by Charles Manly III and Lorna Caulkins May 15, 1982	Poweshiek County (Iowa)|Grinnell (Iowa)|Government facilities|Post offices|	932 Broad, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv015	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgriciv015-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13316	 grinnell:13316	43	ms107_griciv016	41.744483,-92.724049	Looking southeast from Broad Street at post office, Stewart Public Library and the Congregational Church, Grinnell, Iowa	First Congregational Church|United Church of Christ|Old Stone Church|		1930	1920-1930	Automobiles parked on street. Number 8311. Title supplied by cataloger.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Government facilities|Post offices|Cultural facilities|Public libraries|Churches		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv016	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Defender|	lib_isc_powgriciv016-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13632	 grinnell:13632	365	ms107_griciv017	41.744038,-92.724092	Stewart Library, Grinnell, Iowa	Stewart Public Library|		1940	1930-1940	Looking east from Broad Street. In 1901 Joel Stewart, a farmer, banker, and state legislator, offered to build the public library on land donated by the Congregational Church Society. The cornerstone was laid on May 7, 1901.|Listed on the National Register of Historic Places. Number 21451. Series 6.	Linen, real photo reprint, divided back. Made in U.S.A.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell public service buildings, "Focus on Grinnell architecture" series by Charles Manly III and Lorna Caulkins May 15, 1982.	Poweshiek County (Iowa)|Grinnell (Iowa)|Cultural facilities|Public libraries|	925 Broad, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv017	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgriciv017-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14492	 grinnell:14492	1224	ms107_griciv018	41.744038,-92.724092	Stewart Public Library, Grinnell, Iowa	|		1912	1912?	Looking east from Broad Street. In 1901 Joel Stewart, a farmer, banker, and state legislator, offered to build the public library on land donated by the Congregational Church Society. The cornerstone was laid on May 7, 1901. 1912 postmark.|Listed on the National Register of Historic Places. Number 926.	Real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell public service buildings, "Focus on Grinnell architecture" series by Charles Manly III and Lorna Caulkins May 15, 1982.	Poweshiek County (Iowa)|Grinnell (Iowa)|Cultural facilities|Public libraries|	925 Broad, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv018	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	C.U.Williams, Photoette (Bloomington, Ill.)|	lib_isc_powgriciv018-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13631	 grinnell:13631	364	ms107_griciv019	41.744038,-92.724092	Stewart Library, Grinnell, Iowa	Stewart Public Library|		1908	1908?	Looking east from Broad Street. In 1901 Joel Stewart, a farmer, banker, and state legislator, offered to build the public library on land donated by the Congregational Church Society. The cornerstone was laid on May 7, 1901. 1|Listed on the National Register of Historic Places. 908 postmark. Number 60.	Color lithograph print, divided back. Made in Germany.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell public service buildings, "Focus on Grinnell architecture" series by Charles Manly III and Lorna Caulkins May 15, 1982.	Poweshiek County (Iowa)|Grinnell (Iowa)|Cultural facilities|Public libraries|	925 Broad, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv019	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Faber, Jno. T., Publisher (Milwaukee, Wis.)|	lib_isc_powgriciv019-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13630	 grinnell:13630	363	ms107_griciv020	41.744038,-92.724092	Public library, Grinnell, Iowa	Stewart Public Library|		1920	1910-1920	Looking east from Broad Street. In 1901 Joel Stewart, a farmer, banker, and state legislator, offered to build the public library on land donated by the Congregational Church Society. The cornerstone was laid on May 7, 1901.|Listed on the National Register of Historic Places. Number 994.	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell public service buildings, "Focus on Grinnell architecture" series by Charles Manly III and Lorna Caulkins May 15, 1982.	Poweshiek County (Iowa)|Grinnell (Iowa)|Cultural facilities|Public libraries|Vehicles|Automobiles|	925 Broad, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv020	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	L.L. Cook Co. (Milwaukee, Wis.)|E.C. Kropp Co. (Milwaukee, Wis.)	lib_isc_powgriciv020-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13629	 grinnell:13629	362	ms107_griciv023	41.744038,-92.724092	Stewart Library, Grinnell, Iowa	Stewart Public Library|		1916	1916	Looking east from Broad Street. In 1901 Joel Stewart, a farmer, banker, and state legislator, offered to build the public library on land donated by the Congregational Church Society. The cornerstone was laid on May 7, 1901.|Listed on the National Register of Historic Places. Number R-67045.	C.T. Photochrom print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell public service buildings, "Focus on Grinnell architecture" series by Charles Manly III and Lorna Caulkins May 15, 1982.	Poweshiek County (Iowa)|Grinnell (Iowa)|Cultural facilities|Public libraries|	925 Broad, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv023	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curteich & Co., Inc. (Chicago, Ill.)|	lib_isc_powgriciv023-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13628	 grinnell:13628	361	ms107_griciv024	41.744038,-92.724092	Stewart Library, Grinnell, Iowa	Stewart Public Library|	Adams, L.E.	1920	1900-1920	Looking east from Broad Street. In 1901 Joel Stewart, a farmer, banker, and state legislator, offered to build the public library on land donated by the Congregational Church Society. The cornerstone was laid on May 7, 1901.|Listed on the National Register of Historic Places.	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell public service buildings, "Focus on Grinnell architecture" series by Charles Manly III and Lorna Caulkins May 15, 1982.	Poweshiek County (Iowa)|Grinnell (Iowa)|Cultural facilities|Public libraries|	925 Broad, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv024	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	ARISTO|	lib_isc_powgriciv024-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13627	 grinnell:13627	360	ms107_griciv025	41.744038,-92.724092	Stewarts [sic] Library, Grinnell, Iowa	Stewart Public Library|		1908	1908?	Looking east from Broad Street. In 1901, Joel Stewart, a farmer, banker, and state legislator, offered to build the public library on land donated by the Congregational Church Society. The cornerstone was laid on May 7, 1901.|Listed on the National Register of Historic Places. 1908 postmark. Number 156897.	Color lithograph print, divided back. Made in Germany.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell public service buildings, "Focus on Grinnell architecture" series by Charles Manly III and Lorna Caulkins May 15, 1982.	Poweshiek County (Iowa)|Grinnell (Iowa)|Cultural facilities|Public libraries|	925 Broad, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv025	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Brown & Harrington, Imported by (Grinnell, Iowa)|	lib_isc_powgriciv025-sc.jpg	Postcards	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14582	 grinnell:14582	1314	ms107_griciv026	41.738803,-92.734666	Hazelwood Cemetery, Grinnell, Iowa	|		1992	1992	Looking south. In 1854, J.B. Grinnell established the cemetery with a donation or 13 acres. He is buried at the highest point on the grounds. Title supplied by cataloger.|	Real color photo.|Thesaurus for graphic materials I: subject terms (TGMI) & Our community: outline history of greater Grinnell, by John Nollen April 24, 1950.	Poweshiek County (Iowa)|Grinnell (Iowa)|Funerary facilities|Cemeteries|Winter|Snow|	First Avenue, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv026	1 photograph, color, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-06	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv026-sc.jpg	Photographs	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13566	 grinnell:13566	299	ms107_griciv027	41.74425,-92.724103	Looking northeast from Broad Street, Grinnell, Iowa	Norris Livery Stable|Stewart Public Library|		1910	1900-1910	Title supplied by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Cultural facilities|Public libraries|Stables|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv027	1 photograph, b&w, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv027-sc.jpg	Photographs	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14581	 grinnell:14581	1313	ms107_griciv028	41.738803,-92.734666	Hazelwood Cemetery, Grinnell, Iowa	|		1992	1992	"Looking south, slightly east at cemetery bridge. Nov. 1992".--photo verso. In 1854, J.B. Grinnell established the cemetery with a donation or 13 acres. He is buried at the highest point on the grounds. Title supplied by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & Our community: outline history of greater Grinnell, by John Nollen April 24, 1950.	Poweshiek County (Iowa)|Grinnell (Iowa)|Funerary facilities|Cemeteries|Stone bridges|Winter|Snow		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv028	1 photograph, b&w, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-06	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv028-sc.jpg	Photographs	2007-05-17	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14006	 grinnell:14006	739	ms107_griciv029	41.742481,-92.723395	Central Park, Grinnell, Iowa	|		1992	1992	"Looking south at the Gazebo in Central Park, Grinnell, Nov. 1992."--photo verso. Title supplied by cataloger.|	Real color photo.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Parks|Gazebos|Winter|Snow|	First Avenue, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv029	1 photograph, color, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-06	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv029-sc.jpg	Photographs	2007-05-17	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14005	 grinnell:14005	738	ms107_griciv030	41.742481,-92.723395	Flagpole in Central Park, Grinnell, Iowa	|		1966	1966	"The flag pole in Central Park in Grinnell, 7-66." --photo verso. Title suppled by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Flagpoles|Flags|Parks|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv030	1 photograph, b&w, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv030-sc.jpg	Photographs	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14522	 grinnell:14522	1254	ms107_griciv031	41.742457,-92.724682	City Hall and Fire Station, Grinnell, Iowa	|		1920	1910-1920	Looking south from Commercial Street at fire engine and firemen. Bell tower on building. The fire station served from 1889 to 1957, when a new station was built on Fourth Avenue.|	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Government facilities|City & town halls|Fire stations|Fire fighters|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv031	1 photograph, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv031-sc.jpg	Photographs	2007-05-15	2016-08-31	Sharon Clayton	Sharon Clayton
